State,Vehicle_Class,Vehicle_Category,Vehicle_Type,Month_Num,Year_Num,Predicted_EV_Sales,Month_Name
Gujarat,Vehicle Fitted With Compressor,4-Wheelers,2W_Personal,5,2026,333.985,May
Andhra Pradesh,Modular Hydraulic Trailer,Others,3W_Shared_Lowspeed,7,2027,86.99,July
Uttar Pradesh,Semi-Trailer (Commercial),Others,3W_Shared,7,2034,1114.435,July
Meghalaya,Camper Van / Trailer (Private Use),3-Wheelers,2W_Personal,9,2025,22.235,September
Delhi,Crane Mounted Vehicle,Bus,Bus,1,2026,133.38616666666664,January
Tamil Nadu,Agricultural Tractor,2-Wheelers,3W_Shared_Lowspeed,10,2028,137.48,October
Arunachal Pradesh,Cash Van,Bus,4W_Shared,8,2033,1.235,August
Kerala,Road Roller,3-Wheelers,3W_Personal,4,2030,92.385,April
Manipur,Fire Tenders,3-Wheelers,3W_Shared_Lowspeed,12,2034,14.07,December
Manipur,Maxi Cab,Bus,3W_Goods,7,2032,2.65,July
West Bengal,Quadricycle (Private),Others,3W_Goods_Lowspeed,4,2027,100.955,April
Himachal Pradesh,Tractor-Trolley(Commercial),4-Wheelers,3W_Goods_Lowspeed,6,2031,10.94,June
Sikkim,M-Cycle/Scooter-With Side Car,Bus,Others,10,2034,0.0,October
Puducherry,Motor Cab,3-Wheelers,3W_Shared_Lowspeed,10,2027,8.985,October
Manipur,Animal Ambulance,2-Wheelers,Bus,10,2034,17.8,October
Himachal Pradesh,Motor Cycle/Scooter-Sidecar(T),Bus,4W_Shared,5,2025,0.675,May
Jammu And Kashmir,Luxury Cab,Bus,4W_Shared,8,2025,0.025,August
Puducherry,Cash Van,4-Wheelers,Bus,10,2029,0.21,October
Manipur,Dumper,4-Wheelers,2W_Shared,12,2030,12.24,December
Tripura,Power Tiller (Commercial),2-Wheelers,4W_Shared,7,2034,213.435,July
Maharashtra,Adapted Vehicle,2-Wheelers,3W_Goods,7,2033,254.3,July
Gujarat,Fire Tenders,4-Wheelers,Bus,8,2026,19.695,August
Uttar Pradesh,M-Cycle/Scooter-With Side Car,Bus,3W_Personal,2,2026,127.703,February
Puducherry,Semi-Trailer (Commercial),3-Wheelers,3W_Shared,8,2026,12.685,August
Sikkim,Snorked Ladders,Others,Institution Bus,9,2030,0.0,September
Delhi,Earth Moving Equipment,3-Wheelers,3W_Goods_Lowspeed,7,2029,1696.68,July
Manipur,Adapted Vehicle,Others,Institution Bus,9,2028,0.015,September
Andaman & Nicobar Island,Bus,4-Wheelers,3W_Goods,8,2026,5.34,August
Assam,Armoured/Specialised Vehicle,2-Wheelers,3W_Personal,5,2034,186.8,May
Delhi,Breakdown Van,3-Wheelers,3W_Personal,9,2027,175.475,September
Dnh And Dd,Agricultural Tractor,3-Wheelers,Others,4,2025,110.31,April
Tripura,Ambulance,4-Wheelers,3W_Goods_Lowspeed,8,2026,95.975,August
Andhra Pradesh,Dumper,2-Wheelers,Institution Bus,5,2033,5.675,May
Andhra Pradesh,Motor Cycle/Scooter-Sidecar(T),2-Wheelers,3W_Shared_Lowspeed,7,2034,34.835,July
Tripura,Recovery Vehicle,3-Wheelers,Others,1,2029,187.12500000000003,January
Himachal Pradesh,Snorked Ladders,3-Wheelers,3W_Personal,5,2025,4.725,May
Delhi,Motor Caravan,2-Wheelers,2W_Personal,3,2031,4.095,March
Goa,Excavator (Nt),Others,4W_Shared,2,2027,12.175,February
Delhi,Three Wheeler (Personal),Others,Others,5,2028,0.0,May
Delhi,Agricultural Tractor,3-Wheelers,3W_Personal,12,2030,179.48,December
Karnataka,Semi-Trailer (Commercial),3-Wheelers,Bus,11,2035,166.565,November
Maharashtra,Cash Van,Others,3W_Shared_Lowspeed,12,2027,570.06,December
Andaman & Nicobar Island,Power Tiller,Bus,3W_Goods_Lowspeed,11,2026,2.445,November
Maharashtra,Bus,2-Wheelers,Institution Bus,2,2025,108.66583333333334,February
Andaman & Nicobar Island,Moped,4-Wheelers,2W_Shared,8,2025,3.67,August
Ladakh,Semi-Trailer (Commercial),4-Wheelers,3W_Personal,8,2031,34.72,August
Mizoram,Motor Caravan,3-Wheelers,4W_Personal,3,2035,2.5,March
Manipur,Construction Equipment Vehicle,4-Wheelers,3W_Shared_Lowspeed,10,2028,14.01,October
Odisha,Camper Van / Trailer (Private Use),4-Wheelers,3W_Shared_Lowspeed,3,2034,82.96208333333333,March
Haryana,Omni Bus,Others,2W_Shared,6,2033,150.835,June
Chhattisgarh,Excavator (Commercial),Others,3W_Personal,5,2030,358.9,May
Chhattisgarh,Three Wheeler (Goods),4-Wheelers,4W_Shared,5,2026,21.36,May
Delhi,Motor Cycle/Scooter-With Trailer,Others,Institution Bus,2,2026,11.805,February
Tamil Nadu,Articulated Vehicle,Others,4W_Personal,5,2025,522.8,May
Karnataka,Breakdown Van,4-Wheelers,Institution Bus,3,2029,129.315,March
Uttar Pradesh,Quadricycle (Commercial),2-Wheelers,4W_Shared,5,2026,1037.101,May
Mizoram,E-Rickshaw With Cart (G),2-Wheelers,3W_Shared_Lowspeed,11,2028,21.975,November
Bihar,Construction Equipment Vehicle,3-Wheelers,4W_Personal,12,2030,225.42,December
Haryana,Quadricycle (Commercial),Bus,3W_Goods_Lowspeed,11,2030,116.585,November
Nagaland,Quadricycle (Private),Others,3W_Personal,5,2029,0.385,May
Mizoram,Motor Car,Bus,Others,9,2034,0.135,September
Arunachal Pradesh,Motor Cycle/Scooter-Used For Hire,Others,Institution Bus,11,2027,0.12,November
Puducherry,Agricultural Tractor,2-Wheelers,3W_Goods_Lowspeed,8,2034,8.7,August
Arunachal Pradesh,Hearses,4-Wheelers,4W_Shared,2,2027,0.205,February
Sikkim,Agricultural Tractor,4-Wheelers,Institution Bus,6,2030,0.49,June
Punjab,M-Cycle/Scooter-With Side Car,4-Wheelers,Institution Bus,2,2034,1.751666666666667,February
Bihar,Maxi Cab,2-Wheelers,Others,7,2025,190.88,July
Uttar Pradesh,Trailer (Commercial),Bus,Institution Bus,2,2029,0.0,February
Maharashtra,Motor Cycle/Scooter-Used For Hire,4-Wheelers,3W_Shared_Lowspeed,11,2035,671.745,November
Jammu And Kashmir,Fire Fighting Vehicle,Others,Bus,7,2028,2.81,July
Sikkim,X-Ray Van,4-Wheelers,3W_Personal,7,2030,19.4,July
Tamil Nadu,Vehicle Fitted With Generator,3-Wheelers,3W_Shared,2,2030,87.64539285714287,February
Dnh And Dd,Fork Lift,2-Wheelers,2W_Personal,2,2030,18.09,February
Andaman & Nicobar Island,Omni Bus,3-Wheelers,3W_Shared,1,2026,8.475,January
Odisha,X-Ray Van,Others,Others,2,2034,0.025,February
Dnh And Dd,Harvester,4-Wheelers,4W_Personal,10,2028,9.385,October
Tripura,Omni Bus,Others,4W_Shared,5,2032,5.78,May
Dnh And Dd,Modular Hydraulic Trailer,Bus,Institution Bus,12,2026,0.0,December
Dnh And Dd,Articulated Vehicle,Bus,Others,1,2035,0.0,January
Gujarat,Adapted Vehicle,4-Wheelers,4W_Shared,1,2025,3.3935000000000004,January
Goa,Cash Van,3-Wheelers,3W_Shared,8,2033,6.23,August
Puducherry,Educational Institution Bus,2-Wheelers,Bus,2,2028,47.745,February
Andhra Pradesh,Three Wheeler (Goods),4-Wheelers,Others,4,2027,1.985,April
Jammu And Kashmir,Tow Truck,Others,3W_Shared_Lowspeed,11,2028,178.61,November
Punjab,Three Wheeler (Goods),Bus,4W_Personal,9,2034,87.245,September
Jharkhand,X-Ray Van,2-Wheelers,3W_Personal,6,2032,18.215,June
Andhra Pradesh,Cash Van,3-Wheelers,4W_Personal,10,2027,39.0,October
Delhi,Trailer For Personal Use,Bus,Bus,6,2025,0.89,June
Gujarat,Crane Mounted Vehicle,2-Wheelers,3W_Shared,9,2025,108.03,September
Himachal Pradesh,Construction Equipment Vehicle,2-Wheelers,3W_Personal,11,2033,6.015,November
Dnh And Dd,Excavator (Nt),Others,3W_Shared,12,2029,830.645,December
Haryana,X-Ray Van,4-Wheelers,Institution Bus,2,2026,26.4975,February
Mizoram,Three Wheeler (Personal),2-Wheelers,Bus,9,2032,0.525,September
Sikkim,Motor Cycle/Scooter-Used For Hire,Bus,3W_Goods,9,2027,21.145,September
Punjab,E-Rickshaw(P),4-Wheelers,2W_Personal,4,2028,514.07,April
Andaman & Nicobar Island,Luxury Cab,Others,3W_Goods,11,2026,1.8,November
Goa,Mobile Clinic,Bus,4W_Shared,5,2032,8.165,May
Chhattisgarh,Road Roller,Bus,3W_Shared,7,2031,175.59,July
Punjab,Bus,2-Wheelers,2W_Shared,8,2035,145.22,August
Himachal Pradesh,Vehicle Fitted With Compressor,4-Wheelers,4W_Shared,12,2025,0.95,December
Andhra Pradesh,Tow Truck,3-Wheelers,2W_Personal,9,2029,46.235,September
Himachal Pradesh,Mobile Canteen,3-Wheelers,3W_Goods,3,2032,0.395,March
Goa,Three Wheeler (Personal),Bus,3W_Goods_Lowspeed,8,2030,45.05,August
Karnataka,Articulated Vehicle,2-Wheelers,4W_Personal,1,2033,432.0575952380953,January
Delhi,E-Rickshaw(P),Bus,Institution Bus,5,2033,0.0,May
Haryana,Power Tiller (Commercial),Bus,Bus,1,2034,0.0,January
Goa,Trailer (Agricultural),3-Wheelers,4W_Shared,8,2029,11.695,August
Madhya Pradesh,M-Cycle/Scooter-With Side Car,4-Wheelers,4W_Shared,10,2031,4.905,October
Arunachal Pradesh,M-Cycle/Scooter,Bus,2W_Shared,11,2029,2.2,November
Kerala,Construction Equipment Vehicle,2-Wheelers,4W_Shared,4,2025,22.89,April
Himachal Pradesh,Motorised Cycle (Cc > 25Cc),Bus,3W_Personal,11,2027,14.95,November
Delhi,Vehicle Fitted With Generator,Bus,2W_Personal,1,2031,275.5966666666667,January
Chandigarh,Snorked Ladders,4-Wheelers,3W_Personal,11,2029,51.53,November
Chandigarh,Earth Moving Equipment,Others,3W_Goods,9,2025,157.775,September
Delhi,Earth Moving Equipment,2-Wheelers,Others,1,2028,1119.035,January
Nagaland,Private Service Vehicle,Bus,3W_Shared,7,2026,0.455,July
Tripura,Power Tiller,Bus,3W_Shared_Lowspeed,4,2026,189.47,April
Goa,Trailer For Personal Use,4-Wheelers,Others,9,2032,4.27,September
Delhi,Private Service Vehicle (Individual Use),4-Wheelers,Bus,2,2027,272.49,February
Puducherry,Fire Tenders,3-Wheelers,Others,1,2027,7.69,January
Punjab,Motor Cycle/Scooter-Used For Hire,Others,Bus,7,2032,0.085,July
Chandigarh,Trailer For Personal Use,2-Wheelers,Institution Bus,12,2028,35.625,December
Rajasthan,Three Wheeler (Passenger),Bus,2W_Shared,7,2026,248.79,July
Meghalaya,Harvester,4-Wheelers,Institution Bus,5,2026,0.0,May
Himachal Pradesh,Road Roller,4-Wheelers,4W_Shared,11,2027,0.905,November
Jammu And Kashmir,X-Ray Van,2-Wheelers,2W_Shared,5,2033,6.31,May
Uttarakhand,Motorised Cycle (Cc > 25Cc),Bus,3W_Shared,7,2033,148.975,July
Puducherry,Hearses,Others,4W_Personal,4,2025,11.835,April
Andaman & Nicobar Island,Bus,4-Wheelers,3W_Personal,9,2029,5.195,September
Chandigarh,Semi-Trailer (Commercial),3-Wheelers,2W_Shared,11,2028,6.035,November
Goa,Dumper,Bus,2W_Personal,11,2030,71.19,November
Sikkim,Motor Cycle/Scooter-Sidecar(T),2-Wheelers,Bus,12,2032,80.815,December
Uttarakhand,Quadricycle (Private),Bus,Institution Bus,6,2031,0.055,June
Haryana,Goods Carrier,Bus,3W_Shared,3,2028,672.69625,March
Himachal Pradesh,Trailer (Commercial),3-Wheelers,3W_Goods_Lowspeed,9,2031,2.725,September
Bihar,Goods Carrier,Bus,Institution Bus,5,2034,4.55,May
Goa,Quadricycle (Private),2-Wheelers,3W_Shared_Lowspeed,3,2026,5.708333333333332,March
Ladakh,Modular Hydraulic Trailer,2-Wheelers,4W_Shared,1,2027,159.4,January
Jammu And Kashmir,Auxiliary Trailer,4-Wheelers,3W_Goods_Lowspeed,8,2028,16.205,August
Mizoram,Mobile Workshop,2-Wheelers,Institution Bus,5,2033,0.885,May
Assam,Educational Institution Bus,2-Wheelers,3W_Goods,11,2030,1496.735,November
Tamil Nadu,Fire Tenders,4-Wheelers,3W_Shared,10,2025,270.25,October
Meghalaya,Motor Cycle/Scooter-With Trailer,Others,Institution Bus,3,2035,7.435,March
Jammu And Kashmir,Tractor-Trolley(Commercial),3-Wheelers,3W_Goods_Lowspeed,11,2031,9.765,November
Chandigarh,Power Tiller (Commercial),Others,Others,7,2029,0.02,July
Andaman & Nicobar Island,Earth Moving Equipment,3-Wheelers,Others,2,2027,2.465,February
Jammu And Kashmir,Three Wheeler (Goods),Others,Bus,6,2031,0.0,June
Tamil Nadu,Harvester,Others,2W_Personal,4,2027,2443.825,April
Odisha,Trailer For Personal Use,3-Wheelers,Bus,9,2027,22.41,September
Himachal Pradesh,Motor Cycle/Scooter-With Trailer,2-Wheelers,3W_Goods,1,2033,2.701,January
Chandigarh,Vehicle Fitted With Compressor,4-Wheelers,4W_Personal,8,2027,83.775,August
Jharkhand,Modular Hydraulic Trailer,2-Wheelers,3W_Goods,3,2030,6.28125,March
Madhya Pradesh,Vehicle Fitted With Rig,Bus,3W_Goods_Lowspeed,3,2034,85.55,March
Tamil Nadu,Motorised Cycle (Cc > 25Cc),Others,3W_Goods_Lowspeed,4,2026,405.955,April
Jharkhand,E-Rickshaw With Cart (G),2-Wheelers,2W_Shared,7,2035,43.38,July
Uttar Pradesh,Modular Hydraulic Trailer,3-Wheelers,3W_Shared_Lowspeed,3,2026,2236.3976666666667,March
Sikkim,Three Wheeler (Personal),2-Wheelers,3W_Goods_Lowspeed,9,2031,29.41,September
Mizoram,M-Cycle/Scooter-With Side Car,2-Wheelers,3W_Shared_Lowspeed,10,2035,1.515,October
Chandigarh,Three Wheeler (Goods),4-Wheelers,4W_Shared,11,2029,5.855,November
Jharkhand,Mobile Workshop,2-Wheelers,4W_Shared,4,2031,81.79,April
Mizoram,Motor Cab,2-Wheelers,2W_Personal,2,2027,0.0,February
Nagaland,Motor Car,Bus,Bus,1,2026,0.085,January
West Bengal,Motor Cycle/Scooter-With Trailer,4-Wheelers,Bus,11,2025,30.27,November
Odisha,Bus,3-Wheelers,Others,3,2033,27.17,March
Manipur,Fork Lift,Others,3W_Goods,4,2025,9.62,April
Assam,Motor Cycle/Scooter-With Trailer,2-Wheelers,4W_Personal,7,2025,255.42,July
Ladakh,Cash Van,4-Wheelers,2W_Shared,2,2028,8.429166666666665,February
Haryana,Trailer (Agricultural),4-Wheelers,3W_Shared_Lowspeed,3,2028,209.64125,March
Sikkim,Tree Trimming Vehicle,Bus,2W_Personal,7,2028,2.125,July
Punjab,Tractor (Commercial),Others,3W_Shared_Lowspeed,4,2035,97.315,April
Mizoram,Power Tiller,Bus,Institution Bus,3,2031,0.72,March
Chandigarh,Breakdown Van,4-Wheelers,4W_Shared,2,2034,4.36,February
Uttar Pradesh,E-Rickshaw With Cart (G),4-Wheelers,2W_Shared,8,2034,993.07,August
Chhattisgarh,Mobile Workshop,3-Wheelers,3W_Shared_Lowspeed,12,2029,238.98,December
Tripura,Mobile Workshop,2-Wheelers,4W_Personal,10,2026,233.33,October
Ladakh,Private Service Vehicle (Individual Use),Others,Bus,7,2033,0.0,July
Maharashtra,Mobile Canteen,Others,3W_Goods_Lowspeed,1,2033,476.1591666666666,January
Chandigarh,Tow Truck,4-Wheelers,3W_Shared,8,2026,62.535,August
Andaman & Nicobar Island,E-Rickshaw(P),Others,2W_Personal,11,2029,1.97,November
Rajasthan,Harvester,4-Wheelers,3W_Goods_Lowspeed,6,2031,1790.63,June
Chhattisgarh,X-Ray Van,3-Wheelers,3W_Goods,2,2032,27.325166666666668,February
Haryana,Three Wheeler (Goods),Bus,4W_Shared,6,2035,23.45,June
Andhra Pradesh,Trailer (Agricultural),4-Wheelers,Others,10,2031,0.155,October
Meghalaya,Hearses,2-Wheelers,3W_Shared,2,2032,30.642916666666665,February
Punjab,Ambulance,Others,3W_Goods_Lowspeed,9,2028,106.14,September
Puducherry,Road Roller,Others,Institution Bus,10,2034,0.0,October
Puducherry,Hearses,Bus,3W_Shared,7,2028,63.05,July
Goa,M-Cycle/Scooter-With Side Car,Bus,2W_Shared,7,2029,42.36,July
Goa,Tow Truck,Others,3W_Shared,2,2033,41.13,February
Manipur,Excavator (Nt),Others,3W_Shared,10,2027,6.44,October
Rajasthan,Dumper,2-Wheelers,3W_Personal,4,2033,413.915,April
Ladakh,Adapted Vehicle,Others,2W_Shared,5,2029,15.61,May
Chhattisgarh,Motor Cycle/Scooter-With Trailer,3-Wheelers,4W_Personal,10,2029,169.445,October
Chhattisgarh,Ambulance,Bus,Institution Bus,3,2032,0.0,March
Mizoram,Excavator (Commercial),2-Wheelers,2W_Shared,6,2032,24.3,June
Mizoram,Quadricycle (Private),Others,2W_Personal,10,2029,1.015,October
Andaman & Nicobar Island,Tractor (Commercial),Others,3W_Shared_Lowspeed,5,2026,5.26,May
Chhattisgarh,Dumper,Others,2W_Personal,5,2030,186.755,May
Nagaland,M-Cycle/Scooter,4-Wheelers,3W_Goods_Lowspeed,12,2031,24.73,December
Meghalaya,Harvester,Others,2W_Personal,2,2032,15.074952380952382,February
Ladakh,Cash Van,Bus,Bus,9,2034,20.58,September
Chandigarh,Three Wheeler (Passenger),Others,3W_Shared,3,2025,84.65,March
Dnh And Dd,Dumper,4-Wheelers,Institution Bus,5,2030,8.645,May
Uttarakhand,Tractor-Trolley(Commercial),4-Wheelers,Institution Bus,5,2034,1.865,May
Assam,Trailer (Commercial),Others,2W_Personal,4,2034,14.36,April
Manipur,M-Cycle/Scooter-With Side Car,2-Wheelers,3W_Goods_Lowspeed,3,2028,0.0,March
Himachal Pradesh,Crane Mounted Vehicle,Bus,3W_Shared,2,2033,9.82,February
Karnataka,Road Roller,Others,Others,5,2031,0.0,May
Jammu And Kashmir,Crane Mounted Vehicle,Bus,4W_Personal,5,2035,14.195,May
Maharashtra,Harvester,Others,3W_Personal,3,2033,2784.03,March
Punjab,Motor Cab,2-Wheelers,3W_Goods_Lowspeed,11,2035,9.705,November
Bihar,Three Wheeler (Goods),4-Wheelers,Institution Bus,5,2033,0.205,May
Mizoram,Motor Car,Bus,Bus,2,2033,0.0,February
Puducherry,M-Cycle/Scooter-With Side Car,3-Wheelers,Institution Bus,10,2035,2.115,October
Assam,Fork Lift,2-Wheelers,3W_Shared_Lowspeed,1,2033,1726.047416666667,January
Andhra Pradesh,Mobile Canteen,3-Wheelers,3W_Goods_Lowspeed,5,2026,0.64,May
Bihar,M-Cycle/Scooter,Others,Bus,1,2028,0.0,January
Maharashtra,Mobile Workshop,4-Wheelers,3W_Goods_Lowspeed,10,2031,723.545,October
Ladakh,Bus,2-Wheelers,4W_Personal,11,2032,2.67,November
Andaman & Nicobar Island,Tractor (Commercial),4-Wheelers,Bus,8,2035,0.085,August
Madhya Pradesh,Dumper,4-Wheelers,Others,3,2027,0.9,March
Nagaland,M-Cycle/Scooter,Bus,Institution Bus,2,2029,0.0,February
Tamil Nadu,M-Cycle/Scooter-With Side Car,Bus,Others,3,2032,0.0,March
Sikkim,Camper Van / Trailer (Private Use),Others,Institution Bus,12,2025,0.0,December
Manipur,Quadricycle (Commercial),Others,2W_Shared,12,2025,4.895,December
Himachal Pradesh,Vehicle Fitted With Generator,2-Wheelers,3W_Shared_Lowspeed,8,2027,10.6,August
Punjab,Motor Cycle/Scooter-Used For Hire,Bus,3W_Shared_Lowspeed,1,2027,98.80250000000002,January
Jharkhand,Construction Equipment Vehicle (Commercial),4-Wheelers,Others,12,2033,4.18,December
Assam,Hearses,2-Wheelers,3W_Shared,8,2034,1867.64,August
Manipur,Omni Bus,2-Wheelers,3W_Shared,10,2028,3.655,October
Tamil Nadu,Modular Hydraulic Trailer,Others,Others,10,2028,0.0,October
Uttarakhand,Quadricycle (Commercial),4-Wheelers,Others,2,2033,1.12,February
Madhya Pradesh,Power Tiller (Commercial),3-Wheelers,3W_Shared,2,2031,270.74733333333336,February
Ladakh,Motor Car,Bus,Institution Bus,11,2026,0.11,November
Jharkhand,E-Rickshaw With Cart (G),3-Wheelers,4W_Personal,3,2029,45.275,March
Tamil Nadu,Fork Lift,3-Wheelers,3W_Personal,3,2028,1962.31,March
Ladakh,Private Service Vehicle (Individual Use),4-Wheelers,Bus,12,2030,0.61,December
Jharkhand,Three Wheeler (Passenger),3-Wheelers,4W_Shared,4,2025,98.925,April
Odisha,Camper Van / Trailer (Private Use),Others,4W_Personal,9,2030,124.585,September
Manipur,Three Wheeler (Personal),2-Wheelers,4W_Shared,3,2029,12.5,March
Bihar,Motor Cycle/Scooter-Used For Hire,3-Wheelers,2W_Personal,2,2030,6.974583333333333,February
Andhra Pradesh,Cash Van,4-Wheelers,3W_Shared,9,2028,39.845,September
Manipur,Construction Equipment Vehicle (Commercial),4-Wheelers,4W_Shared,8,2030,22.74,August
Arunachal Pradesh,Breakdown Van,Bus,3W_Shared,3,2029,35.89,March
Himachal Pradesh,M-Cycle/Scooter,2-Wheelers,3W_Goods_Lowspeed,12,2033,69.295,December
Maharashtra,Earth Moving Equipment,4-Wheelers,3W_Shared,6,2030,727.295,June
Mizoram,Motor Car,Bus,2W_Shared,12,2026,0.435,December
West Bengal,Snorked Ladders,4-Wheelers,Institution Bus,11,2025,29.93,November
Karnataka,Library Van,3-Wheelers,3W_Shared_Lowspeed,1,2034,2884.991994047619,January
Sikkim,Road Roller,4-Wheelers,2W_Personal,8,2029,2.145,August
Jharkhand,Luxury Cab,2-Wheelers,4W_Shared,7,2032,375.155,July
Nagaland,Construction Equipment Vehicle (Commercial),Bus,2W_Personal,12,2028,31.02,December
Uttar Pradesh,Modular Hydraulic Trailer,2-Wheelers,Institution Bus,6,2030,1095.256,June
Uttar Pradesh,Recovery Vehicle,4-Wheelers,3W_Goods,4,2030,237.8258333333333,April
Mizoram,Motor Caravan,Bus,4W_Shared,1,2027,0.04,January
Bihar,Tow Truck,Others,3W_Goods_Lowspeed,1,2034,45.006,January
Jammu And Kashmir,Vehicle Fitted With Compressor,3-Wheelers,4W_Personal,8,2030,126.355,August
Punjab,Semi-Trailer (Commercial),2-Wheelers,Bus,10,2032,67.945,October
Bihar,Fire Tenders,4-Wheelers,3W_Goods,4,2029,1886.495,April
Odisha,Motor Cycle/Scooter-With Trailer,Others,2W_Shared,11,2034,89.66,November
Meghalaya,Dumper,Others,3W_Personal,2,2025,7.34870238095238,February
Chandigarh,Quadricycle (Private),3-Wheelers,3W_Goods_Lowspeed,1,2026,12.759583333333332,January
Jharkhand,Excavator (Commercial),4-Wheelers,4W_Personal,9,2034,24.495,September
Arunachal Pradesh,Road Roller,3-Wheelers,3W_Shared_Lowspeed,5,2028,13.45,May
Rajasthan,Tree Trimming Vehicle,Others,3W_Shared,11,2033,296.185,November
Uttar Pradesh,Mobile Workshop,Others,3W_Shared_Lowspeed,11,2031,1773.73,November
West Bengal,E-Rickshaw(P),2-Wheelers,3W_Shared,8,2034,782.49,August
Andhra Pradesh,Tractor (Commercial),2-Wheelers,4W_Personal,9,2025,54.8,September
Puducherry,Three Wheeler (Personal),4-Wheelers,3W_Goods,1,2030,7.884333333333334,January
Mizoram,M-Cycle/Scooter-With Side Car,2-Wheelers,Bus,12,2027,0.385,December
Uttar Pradesh,X-Ray Van,3-Wheelers,Others,8,2028,1185.635,August
Meghalaya,Mobile Canteen,2-Wheelers,3W_Personal,3,2026,0.0,March
Andaman & Nicobar Island,Agricultural Tractor,2-Wheelers,3W_Goods_Lowspeed,6,2025,8.4,June
Andhra Pradesh,Moped,2-Wheelers,3W_Shared_Lowspeed,8,2031,40.755,August
West Bengal,Motorised Cycle (Cc > 25Cc),Others,Institution Bus,11,2030,12.315,November
Chandigarh,Power Tiller (Commercial),Bus,2W_Shared,6,2030,44.69,June
Maharashtra,Motor Cab,Bus,2W_Shared,3,2034,869.835,March
Himachal Pradesh,Harvester,Bus,3W_Goods,11,2031,45.63,November
Himachal Pradesh,Bus,2-Wheelers,2W_Personal,8,2029,7.925,August
Assam,Tractor-Trolley(Commercial),Bus,Institution Bus,11,2029,0.0,November
Uttarakhand,Recovery Vehicle,2-Wheelers,Bus,8,2031,137.165,August
Uttar Pradesh,Omni Bus,Bus,3W_Shared_Lowspeed,9,2028,1707.245,September
Puducherry,Camper Van / Trailer,4-Wheelers,4W_Personal,8,2027,13.48,August
West Bengal,Luxury Cab,3-Wheelers,3W_Shared_Lowspeed,6,2033,782.365,June
Goa,Three Wheeler (Goods),2-Wheelers,3W_Personal,10,2030,1.28,October
Nagaland,Motor Cycle/Scooter-Used For Hire,2-Wheelers,2W_Personal,10,2026,1.465,October
Tripura,Fire Fighting Vehicle,3-Wheelers,3W_Personal,8,2025,224.9,August
Uttarakhand,Luxury Cab,2-Wheelers,Institution Bus,2,2029,298.725,February
Karnataka,Motor Car,Bus,3W_Goods,5,2028,482.01,May
Haryana,Omni Bus,4-Wheelers,Bus,3,2026,72.685,March
West Bengal,Trailer (Agricultural),Others,3W_Goods,5,2035,116.905,May
Himachal Pradesh,Three Wheeler (Passenger),Bus,3W_Goods_Lowspeed,9,2025,8.62,September
Goa,Semi-Trailer (Commercial),Others,Bus,2,2031,0.1,February
Tamil Nadu,Power Tiller (Commercial),3-Wheelers,2W_Shared,6,2027,455.965,June
Nagaland,Articulated Vehicle,4-Wheelers,Others,2,2032,0.02,February
Rajasthan,Camper Van / Trailer,Bus,3W_Shared,5,2033,449.235,May
Sikkim,Bulldozer,Others,3W_Shared_Lowspeed,2,2028,241.41309523809525,February
Chhattisgarh,Bulldozer,2-Wheelers,3W_Shared_Lowspeed,8,2028,152.61,August
Tamil Nadu,Three Wheeler (Passenger),Bus,3W_Personal,8,2034,359.885,August
Andaman & Nicobar Island,X-Ray Van,4-Wheelers,4W_Shared,5,2028,0.31,May
Uttar Pradesh,Tree Trimming Vehicle,Others,Bus,5,2030,0.51,May
Dnh And Dd,Trailer For Personal Use,Others,Others,2,2035,0.0,February
Jharkhand,Motorised Cycle (Cc > 25Cc),3-Wheelers,4W_Personal,12,2029,121.235,December
Jammu And Kashmir,M-Cycle/Scooter,3-Wheelers,Institution Bus,6,2029,163.57,June
Chhattisgarh,Motor Cycle/Scooter-With Trailer,2-Wheelers,2W_Shared,5,2025,23.8625,May
Meghalaya,Articulated Vehicle,3-Wheelers,4W_Personal,10,2029,13.04,October
Sikkim,Mobile Clinic,4-Wheelers,2W_Shared,8,2035,4.135,August
Kerala,Camper Van / Trailer (Private Use),3-Wheelers,2W_Shared,6,2034,212.335,June
Assam,Private Service Vehicle (Individual Use),2-Wheelers,Institution Bus,7,2033,247.7,July
Ladakh,Camper Van / Trailer (Private Use),3-Wheelers,2W_Personal,6,2028,10.775,June
Nagaland,Articulated Vehicle,2-Wheelers,4W_Shared,8,2031,27.875,August
Delhi,Library Van,4-Wheelers,Others,11,2031,186.855,November
Punjab,Mobile Workshop,Bus,Others,6,2025,0.0,June
Sikkim,Mobile Clinic,4-Wheelers,3W_Shared,12,2032,18.42,December
Madhya Pradesh,Mobile Canteen,Bus,4W_Personal,3,2027,156.995,March
Kerala,Trailer (Agricultural),Others,2W_Personal,6,2029,441.25,June
Karnataka,Agricultural Tractor,Others,4W_Personal,4,2029,661.5816666666666,April
Jharkhand,Power Tiller (Commercial),Bus,3W_Shared,1,2033,92.37027777777776,January
Karnataka,Crane Mounted Vehicle,4-Wheelers,3W_Personal,2,2029,353.22264285714283,February
Ladakh,Construction Equipment Vehicle,Bus,4W_Shared,2,2027,13.895,February
Bihar,Three Wheeler (Goods),Others,2W_Personal,7,2026,45.525,July
Mizoram,Modular Hydraulic Trailer,Bus,3W_Shared_Lowspeed,4,2031,0.95,April
